iter	Passed	Remaining
369	6909	11765
370	6926	11743
371	6943	11721
372	6959	11699
373	6976	11677
374	6994	11657
375	7012	11637
376	7028	11615
377	7045	11592
378	7060	11569
379	7077	11548
380	7094	11526
381	7112	11506
382	7129	11485
383	7145	11462
384	7162	11440
385	7178	11418
386	7194	11395
387	7212	11376
388	7228	11353
389	7245	11332
390	7261	11310
391	7277	11287
392	7294	11266
393	7311	11245
394	7330	11227
395	7347	11206
396	7361	11182
397	7376	11157
398	7392	11135
399	7409	11113
400	7431	11101
401	7448	11080
402	7464	11058
403	7481	11037
404	7497	11015
405	7515	10995
406	7532	10975
407	7550	10955
408	7566	10933
409	7584	10913
410	7605	10899
411	7629	10888
412	7651	10875
413	7668	10854
414	7685	10833
415	7704	10815
416	7727	10803
417	7748	10788
418	7766	10769
419	7785	10750
420	7807	10737
421	7832	10727
422	7854	10714
423	7873	10696
424	7891	10677
425	7911	10660
426	7931	10643
427	7956	10632
428	7975	10615
429	7996	10600
430	8027	10597
431	8062	10600
432	8091	10595
433	8111	10579
434	8130	10560
435	8153	10546
436	8191	10552
437	8222	10550
438	8255	10550
439	8279	10538
440	8308	10531
441	8330	10516
442	8354	10503
443	8378	10491
444	8402	10479
445	8428	10469
446	8452	10456
447	8476	10444
448	8500	10432
449	8523	10417
450	8544	10401
451	8563	10381
452	8581	10361
453	8599	10341
454	8614	10318
455	8629	10294
456	8645	10272
457	8661	10249
458	8678	10228
459	8701	10215
460	8717	10192
461	8734	10170
462	8753	10152
463	8769	10130
464	8788	10111
465	8804	10089
466	8820	10066
467	8837	10045
468	8853	10024
469	8870	10002
470	8886	9980
471	8904	9961
472	8921	9939
473	8937	9918
474	8955	9897
475	8973	9878
476	8990	9857
477	9010	9839
478	9027	9819
479	9044	9798
480	9060	9775
481	9076	9754
482	9093	9733
483	9113	9715
484	9130	9695
485	9147	9674
486	9164	9653
487	9180	9631
488	9196	9610
489	9214	9590
490	9230	9568
491	9246	9547
492	9263	9526
493	9279	9504
494	9296	9484
495	9315	9465
496	9331	9443
497	9348	9423
498	9365	9402
499	9381	9381
500	9396	9359
501	9413	9337
502	9430	9318
503	9446	9296
504	9463	9276
505	9481	9256
506	9497	9235
507	9513	9213
508	9531	9194
509	9549	9174
510	9565	9153
511	9582	9132
512	9598	9112
513	9615	9091
514	9631	9070
515	9649	9051
516	9665	9029
517	9681	9008
518	9698	8988
519	9718	8971
520	9739	8954
521	9757	8935
522	9774	8914
523	9790	8894
524	9807	8873
525	9823	8852
526	9842	8833
527	9859	8813
528	9875	8792
529	9891	8772
530	9908	8751
531	9924	8730
532	9940	8709
533	9961	8693
534	9978	8672
535	9993	8651
536	10009	8630
537	10026	8609
538	10042	8589
539	10060	8570
540	10076	8549
541	10092	8528
542	10108	8507
543	10125	8487
544	10142	8467
545	10160	8448
546	10176	8427
547	10192	8406
548	10208	8385
549	10224	8365
550	10239	8344
551	10256	8323
552	10273	8304
553	10289	8283
554	10305	8263
555	10321	8242
556	10337	8222
557	10353	8201
558	10371	8181
559	10390	8163
560	10407	8144
561	10423	8123
562	10439	8103
563	10455	8082
564	10471	8062
565	10490	8043
566	10505	8022
567	10521	8001
568	10537	7982
569	10553	7961
570	10570	7941
571	10593	7926
572	10612	7908
573	10629	7889
574	10646	7869
575	10663	7849
576	10683	7832
577	10703	7814
578	10727	7800
579	10744	7780
580	10761	7761
581	10777	7740
582	10799	7724
583	10815	7704
584	10831	7684
585	10848	7664
586	10863	7643
587	10882	7625
588	10905	7609
589	10923	7590
590	10941	7572
591	10960	7553
592	10979	7535
593	11003	7520
594	11023	7503
595	11042	7485
596	11062	7467
597	11081	7449
598	11101	7431
599	11118	7412
600	11139	7395
601	11158	7377
602	11188	7366
603	11210	7349
604	11226	7329
605	11243	7310
606	11259	7290
607	11275	7269
608	11292	7250
609	11310	7231
610	11327	7211
611	11343	7191
612	11361	7172
613	11382	7156
614	11403	7138
615	11423	7121
616	11441	7102
617	11458	7082
618	11475	7063
619	11491	7043
620	11510	7024
621	11527	7005
622	11542	6984
623	11558	6964
624	11574	6944
625	11590	6924
626	11606	6904
627	11628	6888
628	11643	6867
629	11658	6846
630	11673	6826
631	11689	6806
632	11713	6791
633	11730	6772
634	11747	6752
635	11765	6733
636	11781	6713
637	11798	6694
638	11814	6674
639	11831	6655
640	11848	6635
641	11864	6616
642	11880	6596
643	11896	6576
644	11913	6556
645	11930	6537
646	11946	6517
647	11962	6498
648	11978	6478
649	11994	6458
650	12011	6439
651	12029	6420
652	12047	6401
653	12062	6381
654	12080	6363
655	12099	6344
656	12115	6325
657	12131	6305
658	12149	6286
659	12165	6267
660	12182	6248
661	12199	6228
662	12215	6209
663	12231	6189
664	12248	6170
665	12265	6151
666	12281	6131
667	12297	6111
668	12313	6092
669	12328	6072
670	12344	6052
671	12362	6034
672	12378	6014
673	12399	5997
674	12421	5980
675	12440	5962
676	12459	5944
677	12476	5925
678	12492	5905
679	12509	5886
680	12525	5867
681	12541	5847
682	12561	5829
683	12578	5810
684	12594	5791
685	12611	5772
686	12627	5753
687	12644	5734
688	12660	5714
689	12685	5699
690	12708	5682
691	12729	5665
692	12748	5647
693	12772	5631
694	12794	5614
695	12825	5601
696	12852	5587
697	12871	5569
698	12890	5551
699	12918	5536
700	12950	5523
701	12972	5506
702	12997	5491
703	13017	5473
704	13037	5455
705	13056	5437
706	13079	5420
707	13098	5402
708	13119	5384
709	13146	5369
710	13167	5352
711	13186	5333
712	13205	5315
713	13227	5298
714	13245	5279
715	13265	5261
716	13284	5243
717	13308	5227
718	13330	5209
719	13350	5191
720	13369	5173
721	13391	5156
722	13411	5138
723	13431	5120
724	13450	5101
725	13478	5086
726	13497	5068
727	13518	5050
728	13541	5033
729	13562	5016
730	13593	5002
731	13615	4984
732	13636	4967
733	13660	4950
734	13682	4933
735	13711	4918
736	13731	4900
737	13751	4881
738	13770	4863
739	13790	4845
740	13809	4826
741	13827	4807
742	13844	4788
743	13861	4769
744	13878	4750
745	13895	4731
746	13914	4712
747	13931	4693
748	13947	4674
749	13964	4654
750	13981	4635
751	13997	4616
752	14016	4597
753	14031	4577
754	14048	4558
755	14067	4540
756	14083	4521
757	14113	4505
758	14140	4489
759	14170	4474
760	14191	4457
761	14209	4437
762	14226	4419
763	14244	4400
764	14261	4380
765	14279	4362
766	14297	4343
767	14315	4324
768	14332	4305
769	14348	4285
770	14366	4266
771	14383	4247
772	14400	4228
773	14417	4209
774	14433	4190
775	14449	4170
776	14465	4151
777	14483	4132
778	14501	4114
779	14519	4095
780	14535	4075
781	14552	4056
782	14568	4037
783	14590	4019
784	14617	4003
785	14644	3987
786	14672	3971
787	14706	3956
788	14733	3940
789	14769	3926
790	14797	3909
791	14816	3891
792	14833	3872
793	14850	3853
794	14867	3833
795	14887	3815
796	14903	3796
797	14924	3777
798	14940	3758
799	14956	3739
800	14972	3719
801	14990	3700
802	15008	3682
803	15025	3662
804	15041	3643
805	15058	3624
806	15075	3605
807	15093	3586
808	15110	3567
809	15126	3548
810	15143	3529
811	15159	3509
812	15176	3490
813	15193	3471
814	15209	3452
815	15225	3433
816	15241	3413
817	15257	3394
818	15274	3375
819	15291	3356
820	15308	3337
821	15325	3318
822	15341	3299
823	15357	3280
824	15372	3260
825	15390	3242
826	15412	3224
827	15428	3204
828	15444	3185
829	15460	3166
830	15477	3147
831	15493	3128
832	15511	3109
833	15528	3090
834	15546	3071
835	15563	3053
836	15579	3033
837	15596	3015
838	15614	2996
839	15631	2977
840	15648	2958
841	15669	2940
842	15685	2921
843	15702	2902
844	15721	2883
845	15738	2864
846	15754	2845
847	15771	2826
848	15787	2807
849	15803	2788
850	15823	2770
851	15839	2751
852	15855	2732
853	15872	2713
854	15900	2696
855	15930	2679
856	15958	2662
857	15988	2646
858	16008	2627
859	16034	2610
860	16053	2591
861	16069	2572
862	16086	2553
863	16103	2534
864	16120	2515
865	16137	2497
866	16154	2478
867	16170	2459
868	16187	2440
869	16204	2421
870	16220	2402
871	16236	2383
872	16253	2364
873	16270	2345
874	16289	2327
875	16306	2308
876	16321	2289
877	16337	2270
878	16353	2251
879	16368	2232
880	16385	2213
881	16401	2194
882	16426	2176
883	16449	2158
884	16481	2141
885	16506	2123
886	16523	2104
887	16539	2086
888	16556	2067
889	16573	2048
890	16589	2029
891	16605	2010
892	16625	1992
893	16641	1973
894	16660	1954
895	16677	1935
896	16695	1917
897	16711	1898
898	16730	1879
899	16746	1860
900	16761	1841
901	16778	1822
902	16794	1804
903	16811	1785
904	16827	1766
905	16844	1747
906	16861	1728
907	16881	1710
908	16907	1692
909	16939	1675
910	16962	1657
911	16987	1639
912	17023	1622
913	17043	1603
914	17060	1584
915	17077	1566
916	17094	1547
917	17115	1528
918	17138	1510
919	17166	1492
920	17200	1475
921	17230	1457
922	17261	1440
923	17291	1422
924	17386	1409
925	17452	1394
926	17530	1380
927	17589	1364
928	17648	1348
929	17704	1332
930	17732	1314
931	17754	1295
932	17773	1276
933	17790	1257
934	17805	1237
935	17822	1218
936	17842	1199
937	17859	1180
938	17879	1161
939	17896	1142
940	17913	1123
941	17930	1103
942	17946	1084
943	17965	1065
944	17981	1046
945	17998	1027
946	18014	1008
947	18034	989
948	18050	970
949	18066	950
950	18090	932
951	18110	913
952	18140	894
953	18166	875
954	18194	857
955	18225	838
956	18251	820
957	18279	801
958	18311	782
959	18340	764
960	18364	745
961	18389	726
962	18411	707
963	18438	688
964	18462	669
965	18490	650
966	18511	631
967	18532	612
968	18554	593
969	18574	574
970	18595	555
971	18614	536
972	18643	517
973	18665	498
974	18687	479
975	18707	460
976	18728	440
977	18747	421
978	18769	402
979	18788	383
980	18809	364
981	18829	345
982	18851	326
983	18871	306
984	18896	287
985	18918	268
986	18945	249
987	18973	230
988	18989	211
989	19007	191
990	19024	172
991	19041	153
992	19057	134
993	19074	115
994	19092	95
995	19111	76
996	19128	57
997	19144	38
998	19161	19
999	19179	0
